# step E_mixed E_primitive r
2343 -0.500000 -308.938729 0.005740
2344 -0.500000 -308.957220 0.005739
2345 -0.500000 -308.980011 0.005744
2346 -0.500000 -309.071269 0.005731
2347 -0.500000 -309.133004 0.005718
2348 -0.500000 -309.136500 0.005713
2349 -0.500000 -309.136491 0.005698
2350 -0.500000 -309.141116 0.005732
2351 -0.500000 -309.191650 0.005725
2352 -0.500000 -309.319856 0.005733
2353 -0.500000 -309.408206 0.005723
2354 -0.500000 -309.589094 0.005730
2355 -0.500000 -309.662608 0.005740
2356 -0.500000 -309.667179 0.005719
2357 -0.500000 -309.689007 0.005729
2358 -0.500000 -309.691382 0.005741
2359 -0.500000 -309.714396 0.005728
2360 -0.500000 -309.875374 0.005734
2361 -0.500000 -309.917371 0.005722
2362 -0.500000 -309.926499 0.005755
2363 -0.500000 -309.929903 0.005791
2364 -0.500000 -309.952686 0.005784
2365 -0.500000 -309.976052 0.005795
2366 -0.500000 -309.979382 0.005811
2367 -0.500000 -309.979342 0.005829
2368 -0.500000 -309.991215 0.005840
2369 -0.500000 -310.039215 0.005836
2370 -0.500000 -310.049096 0.005855
2371 -0.500000 -310.125886 0.005836
2372 -0.500000 -310.136273 0.005833
2373 -0.500000 -310.169231 0.005837
2374 -0.500000 -310.194970 0.005853
2375 -0.500000 -310.201485 0.005856
2376 -0.500000 -310.212688 0.005847
2377 -0.500000 -310.320532 0.005812
2378 -0.500000 -310.399479 0.005803
2379 -0.500000 -310.501914 0.005798
2380 -0.500000 -310.512788 0.005805
2381 -0.500000 -310.512771 0.005817
2382 -0.500000 -310.631174 0.005811
2383 -0.500000 -310.655146 0.005821
2384 -0.500000 -310.683780 0.005816
2385 -0.500000 -310.757194 0.005813
2386 -0.500000 -310.760306 0.005826
2387 -0.500000 -310.762612 0.005817
2388 -0.500000 -310.799759 0.005844
2389 -0.500000 -310.935468 0.005849
2390 -0.500000 -310.954825 0.005870
2391 -0.500000 -310.969244 0.005870
2392 -0.500000 -311.003378 0.005860
2393 -0.500000 -311.079145 0.005837
2394 -0.500000 -311.094880 0.005848
2395 -0.500000 -311.139231 0.005844
2396 -0.500000 -311.153228 0.005850
2397 -0.500000 -311.153939 0.005865
2398 -0.500000 -311.155586 0.005869
2399 -0.500000 -311.187516 0.005875
2400 -0.500000 -311.202986 0.005864
2401 -0.500000 -311.294521 0.005878
2402 -0.500000 -311.304116 0.005868
2403 -0.500000 -311.452753 0.005865
2404 -0.500000 -311.479675 0.005839
2405 -0.500000 -311.496547 0.005836
2406 -0.500000 -311.505431 0.005834
2407 -0.500000 -311.652484 0.005811
2408 -0.500000 -311.652499 0.005827
2409 -0.500000 -311.679608 0.005824
2410 -0.500000 -311.743475 0.005828
2411 -0.500000 -311.763729 0.005819
2412 -0.500000 -311.821766 0.005820
2413 -0.500000 -311.852783 0.005815
2414 -0.500000 -311.889576 0.005821
2415 -0.500000 -312.013003 0.005798
2416 -0.500000 -312.045907 0.005801
2417 -0.500000 -312.048621 0.005796
2418 -0.500000 -312.103432 0.005802
2419 -0.500000 -312.122675 0.005812
2420 -0.500000 -312.276901 0.005817
2421 -0.500000 -312.298733 0.005811
2422 -0.500000 -312.315965 0.005800
2423 -0.500000 -312.335839 0.005795
2424 -0.500000 -312.378784 0.005784
2425 -0.500000 -312.378779 0.005791
2426 -0.500000 -312.439929 0.005801
2427 -0.500000 -312.444747 0.005782
2428 -0.500000 -312.458446 0.005772
2429 -0.500000 -312.594832 0.005752
2430 -0.500000 -312.595023 0.005756
2431 -0.500000 -312.617605 0.005763
2432 -0.500000 -312.639359 0.005774
2433 -0.500000 -312.639243 0.005776
2434 -0.500000 -312.766988 0.005759
2435 -0.500000 -312.775306 0.005749
2436 -0.500000 -312.787149 0.005753
2437 -0.500000 -312.802748 0.005752
2438 -0.500000 -312.815271 0.005742
2439 -0.500000 -312.815326 0.005738
2440 -0.500000 -312.906296 0.005723
2441 -0.500000 -312.919470 0.005728
2442 -0.500000 -312.950200 0.005724
2443 -0.500000 -312.951737 0.005716
2444 -0.500000 -313.005267 0.005716
2445 -0.500000 -313.093755 0.005730
2446 -0.500000 -313.104064 0.005746
2447 -0.500000 -313.104054 0.005735
2448 -0.500000 -313.158147 0.005732
2449 -0.500000 -313.158582 0.005744
2450 -0.500000 -313.168007 0.005757
2451 -0.500000 -313.172428 0.005751
2452 -0.500000 -313.187886 0.005748
2453 -0.500000 -313.208437 0.005745
2454 -0.500000 -313.217764 0.005750
2455 -0.500000 -313.480069 0.005774
2456 -0.500000 -313.480059 0.005772
2457 -0.500000 -313.537161 0.005757
2458 -0.500000 -313.655419 0.005761
2459 -0.500000 -313.674158 0.005758
2460 -0.500000 -313.682157 0.005756
2461 -0.500000 -313.759029 0.005725
2462 -0.500000 -313.924498 0.005728
2463 -0.500000 -313.924572 0.005728
2464 -0.500000 -314.031177 0.005726
2465 -0.500000 -314.040728 0.005722
2466 -0.500000 -314.093488 0.005713
2467 -0.500000 -314.125242 0.005710
2468 -0.500000 -314.170511 0.005726
2469 -0.500000 -314.172478 0.005733
2470 -0.500000 -314.210466 0.005735
2471 -0.500000 -314.219189 0.005737
2472 -0.500000 -314.221223 0.005745
2473 -0.500000 -314.230630 0.005735
2474 -0.500000 -314.254322 0.005752
2475 -0.500000 -314.261718 0.005751
2476 -0.500000 -314.303859 0.005765
2477 -0.500000 -314.354911 0.005759
2478 -0.500000 -314.363283 0.005779
2479 -0.500000 -314.363381 0.005778
2480 -0.500000 -314.367511 0.005762
2481 -0.500000 -314.388479 0.005750
2482 -0.500000 -314.478652 0.005724
2483 -0.500000 -314.478803 0.005720
2484 -0.500000 -314.545610 0.005705
2485 -0.500000 -314.847623 0.005697
2486 -0.500000 -314.852991 0.005715
2487 -0.500000 -314.859623 0.005706
2488 -0.500000 -314.908481 0.005709
2489 -0.500000 -314.909963 0.005714
2490 -0.500000 -314.937817 0.005706
2491 -0.500000 -314.937817 0.005711
2492 -0.500000 -314.963314 0.005704
2493 -0.500000 -315.063998 0.005705
2494 -0.500000 -315.154898 0.005699
2495 -0.500000 -315.247831 0.005698
2496 -0.500000 -315.259539 0.005693
2497 -0.500000 -315.268029 0.005697
2498 -0.500000 -315.279237 0.005710
2499 -0.500000 -315.319978 0.005728
2500 -0.500000 -315.331629 0.005736
2501 -0.500000 -315.359627 0.005732
2502 -0.500000 -315.388978 0.005721
2503 -0.500000 -315.448518 0.005720
2504 -0.500000 -315.522079 0.005729
2505 -0.500000 -315.541912 0.005729
2506 -0.500000 -315.565376 0.005720
2507 -0.500000 -315.572708 0.005727
2508 -0.500000 -315.580120 0.005728
2509 -0.500000 -315.627291 0.005719
2510 -0.500000 -315.688096 0.005714
2511 -0.500000 -315.745495 0.005733
2512 -0.500000 -315.765655 0.005722
2513 -0.500000 -315.777390 0.005699
2514 -0.500000 -315.789903 0.005698
2515 -0.500000 -315.848516 0.005703
2516 -0.500000 -315.886435 0.005702
2517 -0.500000 -315.886544 0.005690
2518 -0.500000 -315.896798 0.005701
2519 -0.500000 -315.898044 0.005721
2520 -0.500000 -315.948373 0.005730
2521 -0.500000 -315.964661 0.005716
2522 -0.500000 -315.966105 0.005723
2523 -0.500000 -315.980645 0.005724
2524 -0.500000 -316.017085 0.005708
2525 -0.500000 -316.016805 0.005711
2526 -0.500000 -316.065700 0.005752
2527 -0.500000 -316.067978 0.005741
2528 -0.500000 -316.080743 0.005742
2529 -0.500000 -316.083369 0.005738
2530 -0.500000 -316.094207 0.005741
2531 -0.500000 -316.203860 0.005733
2532 -0.500000 -316.210613 0.005726
2533 -0.500000 -316.231203 0.005714
2534 -0.500000 -316.232348 0.005723
2535 -0.500000 -316.246914 0.005701
2536 -0.500000 -316.254124 0.005693
2537 -0.500000 -316.279448 0.005685
2538 -0.500000 -316.309100 0.005665
2539 -0.500000 -316.396291 0.005657
2540 -0.500000 -316.396308 0.005659
2541 -0.500000 -316.402002 0.005659
2542 -0.500000 -316.408716 0.005637
2543 -0.500000 -316.440689 0.005632
2544 -0.500000 -317.507399 0.005623
2545 -0.500000 -317.538685 0.005633
2546 -0.500000 -317.559391 0.005627
2547 -0.500000 -317.583858 0.005607
2548 -0.500000 -317.628387 0.005597
2549 -0.500000 -317.875454 0.005573
2550 -0.500000 -318.101361 0.005560
2551 -0.500000 -318.121846 0.005566
2552 -0.500000 -318.155434 0.005565
2553 -0.500000 -318.155583 0.005560
2554 -0.500000 -318.193195 0.005550
2555 -0.500000 -318.227143 0.005580
2556 -0.500000 -318.240721 0.005593
2557 -0.500000 -318.267097 0.005590
2558 -0.500000 -318.279277 0.005566
2559 -0.500000 -318.410569 0.005571
2560 -0.500000 -318.515259 0.005559
2561 -0.500000 -318.533802 0.005556
2562 -0.500000 -318.589125 0.005551
2563 -0.500000 -318.591139 0.005553
2564 -0.500000 -318.611598 0.005549
2565 -0.500000 -318.611520 0.005560
2566 -0.500000 -318.616794 0.005593
2567 -0.500000 -318.617068 0.005577
2568 -0.500000 -318.618153 0.005585
2569 -0.500000 -318.621209 0.005589
2570 -0.500000 -318.622850 0.005570
2571 -0.500000 -318.680937 0.005540
2572 -0.500000 -318.684015 0.005518
2573 -0.500000 -318.776605 0.005522
2574 -0.500000 -318.907570 0.005509
2575 -0.500000 -318.998772 0.005511
2576 -0.500000 -319.044709 0.005529
2577 -0.500000 -319.112672 0.005531
2578 -0.500000 -319.148722 0.005537
2579 -0.500000 -319.155694 0.005522
2580 -0.500000 -319.165980 0.005524
2581 -0.500000 -319.220686 0.005542
2582 -0.500000 -319.220619 0.005541
2583 -0.500000 -319.220404 0.005543
2584 -0.500000 -319.376232 0.005520
2585 -0.500000 -319.389482 0.005536
2586 -0.500000 -319.509810 0.005540
2587 -0.500000 -319.541103 0.005535
2588 -0.500000 -319.558379 0.005544
2589 -0.500000 -319.626695 0.005517
2590 -0.500000 -319.633419 0.005524
2591 -0.500000 -319.641103 0.005499
2592 -0.500000 -319.712098 0.005508
2593 -0.500000 -319.712032 0.005504
2594 -0.500000 -319.711953 0.005507
2595 -0.500000 -319.715259 0.005488
2596 -0.500000 -319.725604 0.005507
2597 -0.500000 -319.727590 0.005507
2598 -0.500000 -319.729014 0.005513
2599 -0.500000 -319.768431 0.005531
2600 -0.500000 -319.802868 0.005511
2601 -0.500000 -319.857702 0.005519
2602 -0.500000 -319.890573 0.005503
2603 -0.500000 -319.898593 0.005497
2604 -0.500000 -319.928403 0.005498
2605 -0.500000 -319.980776 0.005462
2606 -0.500000 -319.984874 0.005473
2607 -0.500000 -319.992172 0.005487
2608 -0.500000 -320.006719 0.005497
2609 -0.500000 -320.050165 0.005491
2610 -0.500000 -320.056461 0.005511
2611 -0.500000 -320.070216 0.005486
2612 -0.500000 -320.106039 0.005470
2613 -0.500000 -320.135477 0.005465
2614 -0.500000 -320.161706 0.005452
2615 -0.500000 -320.194293 0.005455
2616 -0.500000 -320.392482 0.005440
2617 -0.500000 -320.457291 0.005435
2618 -0.500000 -320.492419 0.005431
2619 -0.500000 -320.513064 0.005423
2620 -0.500000 -320.560124 0.005416
2621 -0.500000 -320.574812 0.005398
2622 -0.500000 -320.599463 0.005400
2623 -0.500000 -320.604916 0.005395
2624 -0.500000 -320.618008 0.005398
2625 -0.500000 -320.684174 0.005420
2626 -0.500000 -320.684837 0.005427
2627 -0.500000 -320.684813 0.005417
2628 -0.500000 -320.839728 0.005433
2629 -0.500000 -320.852790 0.005431
2630 -0.500000 -320.902920 0.005432
2631 -0.500000 -320.983318 0.005417
2632 -0.500000 -321.009904 0.005417
2633 -0.500000 -321.049604 0.005401
2634 -0.500000 -321.097740 0.005418
2635 -0.500000 -321.141932 0.005421
2636 -0.500000 -321.300289 0.005409
2637 -0.500000 -321.392909 0.005396
2638 -0.500000 -321.407517 0.005390
2639 -0.500000 -321.433125 0.005383
2640 -0.500000 -321.443701 0.005420
2641 -0.500000 -321.489506 0.005423
2642 -0.500000 -321.633924 0.005413
2643 -0.500000 -321.639758 0.005419
2644 -0.500000 -321.691281 0.005439
2645 -0.500000 -321.717569 0.005435
2646 -0.500000 -321.754658 0.005434
2647 -0.500000 -321.766087 0.005443
2648 -0.500000 -321.772845 0.005435
2649 -0.500000 -321.781134 0.005437
2650 -0.500000 -321.810610 0.005473
2651 -0.500000 -321.818918 0.005444
2652 -0.500000 -321.831823 0.005437
2653 -0.500000 -321.938191 0.005446
2654 -0.500000 -321.938214 0.005436
2655 -0.500000 -321.951503 0.005447
2656 -0.500000 -321.966957 0.005441
2657 -0.500000 -321.967829 0.005448
2658 -0.500000 -322.042954 0.005432
2659 -0.500000 -322.042928 0.005425
2660 -0.500000 -322.065593 0.005433
2661 -0.500000 -322.065546 0.005417
2662 -0.500000 -322.089096 0.005426
2663 -0.500000 -322.218356 0.005442
2664 -0.500000 -322.273343 0.005444
2665 -0.500000 -322.280556 0.005443
2666 -0.500000 -322.290913 0.005488
2667 -0.500000 -322.298550 0.005496
2668 -0.500000 -322.458258 0.005498
2669 -0.500000 -322.458976 0.005508
2670 -0.500000 -322.464303 0.005517
2671 -0.500000 -322.467558 0.005511
2672 -0.500000 -322.472848 0.005506
2673 -0.500000 -322.487599 0.005473
2674 -0.500000 -322.571195 0.005464
2675 -0.500000 -322.571160 0.005467
2676 -0.500000 -322.571245 0.005495
2677 -0.500000 -322.578987 0.005498
2678 -0.500000 -322.590466 0.005503
2679 -0.500000 -322.627305 0.005504
2680 -0.500000 -322.628281 0.005506
2681 -0.500000 -322.652538 0.005523
2682 -0.500000 -322.673735 0.005528
2683 -0.500000 -322.745057 0.005538
2684 -0.500000 -322.746908 0.005544
2685 -0.500000 -322.848445 0.005532
2686 -0.500000 -322.914612 0.005500
2687 -0.500000 -322.951314 0.005522
2688 -0.500000 -323.010933 0.005528
2689 -0.500000 -323.070751 0.005501
2690 -0.500000 -323.138942 0.005532
2691 -0.500000 -323.139881 0.005541
2692 -0.500000 -323.139863 0.005539
2693 -0.500000 -323.142139 0.005546
2694 -0.500000 -323.182836 0.005541
2695 -0.500000 -323.207694 0.005552
2696 -0.500000 -323.221522 0.005562
2697 -0.500000 -323.229079 0.005582
2698 -0.500000 -323.411494 0.005581
2699 -0.500000 -323.466702 0.005581
2700 -0.500000 -323.486000 0.005596
2701 -0.500000 -323.525553 0.005593
2702 -0.500000 -323.560725 0.005581
2703 -0.500000 -323.568869 0.005595
2704 -0.500000 -323.586551 0.005595
2705 -0.500000 -323.586510 0.005594
2706 -0.500000 -323.614225 0.005607
2707 -0.500000 -323.614293 0.005600
2708 -0.500000 -323.626772 0.005589
2709 -0.500000 -323.659794 0.005572
2710 -0.500000 -323.695307 0.005565
2711 -0.500000 -323.708014 0.005565
2712 -0.500000 -323.711794 0.005552
2713 -0.500000 -323.725968 0.005550
2714 -0.500000 -323.735637 0.005546
2715 -0.500000 -323.763433 0.005555
2716 -0.500000 -323.763334 0.005556
2717 -0.500000 -323.768076 0.005540
2718 -0.500000 -323.768106 0.005542
2719 -0.500000 -323.903327 0.005554
2720 -0.500000 -323.956577 0.005569
2721 -0.500000 -324.086854 0.005557
2722 -0.500000 -324.107703 0.005552
2723 -0.500000 -324.131136 0.005532
2724 -0.500000 -324.151854 0.005517
2725 -0.500000 -324.153535 0.005487
2726 -0.500000 -324.169469 0.005486
2727 -0.500000 -324.304634 0.005480
2728 -0.500000 -324.304503 0.005465
2729 -0.500000 -324.339688 0.005459
2730 -0.500000 -324.339763 0.005475
2731 -0.500000 -324.393083 0.005475
2732 -0.500000 -324.398359 0.005478
2733 -0.500000 -324.447495 0.005512
2734 -0.500000 -324.492961 0.005518
2735 -0.500000 -324.534797 0.005536
2736 -0.500000 -324.648361 0.005509
2737 -0.500000 -324.649873 0.005507
2738 -0.500000 -324.678625 0.005507
2739 -0.500000 -324.681778 0.005511
2740 -0.500000 -324.746189 0.005513
2741 -0.500000 -324.774803 0.005517
2742 -0.500000 -324.808983 0.005527
2743 -0.500000 -324.948563 0.005531
2744 -0.500000 -324.956955 0.005518
2745 -0.500000 -324.957294 0.005519
2746 -0.500000 -324.989110 0.005512
2747 -0.500000 -325.010486 0.005520
2748 -0.500000 -325.017222 0.005516
2749 -0.500000 -325.043967 0.005522
2750 -0.500000 -325.120395 0.005512
2751 -0.500000 -325.129557 0.005512
2752 -0.500000 -325.129532 0.005496
2753 -0.500000 -325.136543 0.005497
2754 -0.500000 -325.178704 0.005493
2755 -0.500000 -325.202091 0.005512
2756 -0.500000 -325.205964 0.005523
2757 -0.500000 -325.213315 0.005524
2758 -0.500000 -325.222675 0.005519
2759 -0.500000 -325.251782 0.005534
2760 -0.500000 -325.269884 0.005521
2761 -0.500000 -325.341393 0.005519
2762 -0.500000 -325.347398 0.005516
2763 -0.500000 -325.357033 0.005509
2764 -0.500000 -325.405007 0.005522
2765 -0.500000 -325.468670 0.005503
2766 -0.500000 -325.480275 0.005489
2767 -0.500000 -325.491911 0.005484
2768 -0.500000 -325.513235 0.005492
2769 -0.500000 -325.528072 0.005506
2770 -0.500000 -325.528065 0.005517
2771 -0.500000 -325.544753 0.005518
2772 -0.500000 -325.602405 0.005511
2773 -0.500000 -325.615168 0.005501
2774 -0.500000 -325.657658 0.005500
2775 -0.500000 -325.734755 0.005508
2776 -0.500000 -325.738345 0.005533
2777 -0.500000 -325.743531 0.005529
2778 -0.500000 -325.743528 0.005529
2779 -0.500000 -325.798398 0.005529
2780 -0.500000 -325.812635 0.005523
2781 -0.500000 -325.823122 0.005515
2782 -0.500000 -325.824899 0.005495
2783 -0.500000 -325.829065 0.005509
2784 -0.500000 -325.834870 0.005510
2785 -0.500000 -325.916816 0.005523
2786 -0.500000 -325.918570 0.005516
2787 -0.500000 -325.925071 0.005510
2788 -0.500000 -325.974662 0.005514
2789 -0.500000 -325.974984 0.005518
2790 -0.500000 -325.984238 0.005530
2791 -0.500000 -326.067405 0.005542
2792 -0.500000 -326.128723 0.005547
2793 -0.500000 -326.149909 0.005573
2794 -0.500000 -326.149938 0.005571
2795 -0.500000 -326.186300 0.005561
2796 -0.500000 -326.310703 0.005577
2797 -0.500000 -326.335454 0.005596
2798 -0.500000 -326.365910 0.005594
2799 -0.500000 -326.365889 0.005575
2800 -0.500000 -326.367062 0.005572
2801 -0.500000 -326.367192 0.005578
2802 -0.500000 -326.395811 0.005587
2803 -0.500000 -326.421047 0.005578
2804 -0.500000 -326.436827 0.005576
2805 -0.500000 -326.453869 0.005573
2806 -0.500000 -326.469279 0.005576
2807 -0.500000 -326.545920 0.005596
2808 -0.500000 -326.651073 0.005626
2809 -0.500000 -326.651778 0.005623
2810 -0.500000 -326.756757 0.005622
2811 -0.500000 -326.756885 0.005636
2812 -0.500000 -326.756953 0.005651
2813 -0.500000 -326.757021 0.005659
2814 -0.500000 -326.765625 0.005641
2815 -0.500000 -326.765627 0.005641
2816 -0.500000 -326.788295 0.005638
2817 -0.500000 -326.832701 0.005632
2818 -0.500000 -326.854415 0.005624
2819 -0.500000 -326.858345 0.005616
2820 -0.500000 -326.889764 0.005617
2821 -0.500000 -326.951447 0.005609
2822 -0.500000 -327.038677 0.005618
2823 -0.500000 -327.038611 0.005616
2824 -0.500000 -327.038624 0.005611
2825 -0.500000 -327.040456 0.005617
2826 -0.500000 -327.110022 0.005642
2827 -0.500000 -327.155439 0.005666
2828 -0.500000 -327.174749 0.005667
2829 -0.500000 -327.192555 0.005667
2830 -0.500000 -327.233178 0.005667
2831 -0.500000 -327.237956 0.005672
2832 -0.500000 -327.261740 0.005664
2833 -0.500000 -327.337269 0.005672
2834 -0.500000 -327.353389 0.005666
2835 -0.500000 -327.367106 0.005676
2836 -0.500000 -327.367542 0.005681
2837 -0.500000 -327.412768 0.005671
2838 -0.500000 -327.431295 0.005669
2839 -0.500000 -327.450034 0.005662
2840 -0.500000 -327.479447 0.005655
2841 -0.500000 -327.480893 0.005673
2842 -0.500000 -327.700177 0.005666
2843 -0.500000 -327.700223 0.005666
2844 -0.500000 -327.700315 0.005669
2845 -0.500000 -327.700350 0.005678
2846 -0.500000 -327.932822 0.005703
2847 -0.500000 -327.932894 0.005711
2848 -0.500000 -327.946076 0.005717
2849 -0.500000 -327.946036 0.005700
2850 -0.500000 -328.081527 0.005694
2851 -0.500000 -328.097457 0.005689
2852 -0.500000 -328.097447 0.005686
2853 -0.500000 -328.108468 0.005669
2854 -0.500000 -328.110755 0.005640
2855 -0.500000 -328.110833 0.005643
2856 -0.500000 -328.176205 0.005638
2857 -0.500000 -328.179055 0.005626
2858 -0.500000 -328.202205 0.005627
2859 -0.500000 -328.260510 0.005633
2860 -0.500000 -328.310186 0.005638
2861 -0.500000 -328.352713 0.005625
2862 -0.500000 -328.383413 0.005636
2863 -0.500000 -328.413819 0.005630
2864 -0.500000 -328.413725 0.005624
2865 -0.500000 -328.486393 0.005637
2866 -0.500000 -328.488767 0.005637
2867 -0.500000 -328.595587 0.005635
2868 -0.500000 -328.645248 0.005623
2869 -0.500000 -328.646332 0.005631
2870 -0.500000 -328.672722 0.005630
2871 -0.500000 -328.672734 0.005626
2872 -0.500000 -328.680361 0.005617
2873 -0.500000 -328.723418 0.005605
2874 -0.500000 -328.734673 0.005622
2875 -0.500000 -328.734625 0.005616
2876 -0.500000 -328.734567 0.005596
2877 -0.500000 -328.758984 0.005602
2878 -0.500000 -328.807456 0.005592
2879 -0.500000 -328.854461 0.005584
2880 -0.500000 -328.903771 0.005581
2881 -0.500000 -328.914993 0.005571
2882 -0.500000 -328.920613 0.005569
2883 -0.500000 -328.960019 0.005565
2884 -0.500000 -328.975034 0.005575
2885 -0.500000 -328.986969 0.005566
2886 -0.500000 -329.068467 0.005567
2887 -0.500000 -329.073345 0.005555
2888 -0.500000 -329.088962 0.005531
2889 -0.500000 -329.096959 0.005527
2890 -0.500000 -329.097706 0.005519
2891 -0.500000 -329.103692 0.005507
2892 -0.500000 -329.155933 0.005513
2893 -0.500000 -329.163282 0.005504
2894 -0.500000 -329.185737 0.005499
2895 -0.500000 -329.219568 0.005508
2896 -0.500000 -329.314016 0.005512
2897 -0.500000 -329.314055 0.005517
2898 -0.500000 -329.313890 0.005493
2899 -0.500000 -329.316932 0.005511
2900 -0.500000 -329.366057 0.005485
2901 -0.500000 -329.384271 0.005471
2902 -0.500000 -329.404103 0.005480
2903 -0.500000 -329.417626 0.005476
2904 -0.500000 -329.425238 0.005472
2905 -0.500000 -329.427600 0.005473
2906 -0.500000 -329.436242 0.005487
2907 -0.500000 -329.445822 0.005489
2908 -0.500000 -329.445907 0.005484
2909 -0.500000 -329.500917 0.005487
2910 -0.500000 -329.517948 0.005486
2911 -0.500000 -329.564981 0.005483
2912 -0.500000 -329.564797 0.005458
2913 -0.500000 -329.593863 0.005459
2914 -0.500000 -329.660410 0.005469
2915 -0.500000 -329.696444 0.005462
2916 -0.500000 -329.704349 0.005467
2917 -0.500000 -329.779757 0.005460
2918 -0.500000 -329.799749 0.005450
2919 -0.500000 -329.839994 0.005441
2920 -0.500000 -329.873191 0.005433
2921 -0.500000 -329.877521 0.005435
2922 -0.500000 -329.902827 0.005439
2923 -0.500000 -329.902803 0.005450
2924 -0.500000 -329.902790 0.005461
2925 -0.500000 -329.914122 0.005447
2926 -0.500000 -329.960910 0.005436
2927 -0.500000 -329.963851 0.005415
2928 -0.500000 -330.018269 0.005413
2929 -0.500000 -330.085529 0.005429
2930 -0.500000 -330.093008 0.005411
2931 -0.500000 -330.404363 0.005421
2932 -0.500000 -330.416223 0.005434
2933 -0.500000 -330.418430 0.005442
2934 -0.500000 -330.455818 0.005430
2935 -0.500000 -330.581616 0.005430
2936 -0.500000 -330.604214 0.005427
2937 -0.500000 -330.619687 0.005426
2938 -0.500000 -330.626950 0.005409
2939 -0.500000 -330.657466 0.005401
2940 -0.500000 -330.677880 0.005389
2941 -0.500000 -330.713407 0.005402
2942 -0.500000 -330.742960 0.005400
2943 -0.500000 -330.749689 0.005409
2944 -0.500000 -330.752631 0.005412
2945 -0.500000 -330.760631 0.005406
2946 -0.500000 -330.760550 0.005385
2947 -0.500000 -330.760604 0.005399
2948 -0.500000 -330.760684 0.005406
2949 -0.500000 -330.783263 0.005381
2950 -0.500000 -330.799573 0.005378
2951 -0.500000 -330.800117 0.005380
2952 -0.500000 -330.831418 0.005367
2953 -0.500000 -330.889601 0.005375
2954 -0.500000 -330.889632 0.005364
2955 -0.500000 -330.897913 0.005340
2956 -0.500000 -330.907956 0.005353
2957 -0.500000 -330.921318 0.005338
2958 -0.500000 -330.924014 0.005341
2959 -0.500000 -330.992247 0.005340
2960 -0.500000 -330.992308 0.005353
2961 -0.500000 -331.002390 0.005358
2962 -0.500000 -331.015323 0.005350
2963 -0.500000 -331.035787 0.005341
2964 -0.500000 -331.035802 0.005345
2965 -0.500000 -331.080792 0.005328
2966 -0.500000 -331.108735 0.005321
2967 -0.500000 -331.177010 0.005315
2968 -0.500000 -331.256957 0.005307
2969 -0.500000 -331.263920 0.005300
2970 -0.500000 -331.263871 0.005285
2971 -0.500000 -331.265100 0.005287
2972 -0.500000 -331.275978 0.005280
2973 -0.500000 -331.278503 0.005302
2974 -0.500000 -331.285468 0.005310
2975 -0.500000 -331.293105 0.005291
2976 -0.500000 -331.545086 0.005290
2977 -0.500000 -331.561066 0.005293
2978 -0.500000 -331.639551 0.005300
2979 -0.500000 -331.643460 0.005303
2980 -0.500000 -331.670454 0.005304
2981 -0.500000 -331.714752 0.005298
2982 -0.500000 -331.724894 0.005299
2983 -0.500000 -331.745162 0.005283
2984 -0.500000 -331.764284 0.005287
2985 -0.500000 -331.764510 0.005289
2986 -0.500000 -331.786495 0.005288
2987 -0.500000 -331.786528 0.005283
2988 -0.500000 -331.847210 0.005281
2989 -0.500000 -331.950426 0.005286
2990 -0.500000 -331.950381 0.005278
2991 -0.500000 -331.962877 0.005278
2992 -0.500000 -331.992590 0.005274
2993 -0.500000 -332.040368 0.005290
2994 -0.500000 -332.081589 0.005290
2995 -0.500000 -332.103258 0.005270
2996 -0.500000 -332.218428 0.005260
2997 -0.500000 -332.219904 0.005277
2998 -0.500000 -332.327003 0.005247
2999 -0.500000 -332.359567 0.005237
3000 -0.500000 -332.388756 0.005236
3001 -0.500000 -332.425031 0.005255
3002 -0.500000 -332.538097 0.005260
3003 -0.500000 -332.538119 0.005252
3004 -0.500000 -332.607374 0.005255
3005 -0.500000 -332.626820 0.005241
3006 -0.500000 -332.643895 0.005244
3007 -0.500000 -332.682327 0.005242
3008 -0.500000 -333.095447 0.005240
3009 -0.500000 -333.095520 0.005257
3010 -0.500000 -333.126542 0.005280
3011 -0.500000 -333.329638 0.005289
3012 -0.500000 -333.329620 0.005276
3013 -0.500000 -333.383460 0.005269
3014 -0.500000 -333.390829 0.005249
3015 -0.500000 -333.438805 0.005264
3016 -0.500000 -333.440065 0.005261
3017 -0.500000 -333.489427 0.005284
3018 -0.500000 -333.494902 0.005268
3019 -0.500000 -333.494874 0.005259
3020 -0.500000 -333.507881 0.005258
3021 -0.500000 -333.542260 0.005231
3022 -0.500000 -333.579868 0.005246
3023 -0.500000 -333.585978 0.005248
3024 -0.500000 -333.671139 0.005225
3025 -0.500000 -333.763795 0.005224
3026 -0.500000 -333.795827 0.005242
3027 -0.500000 -333.816482 0.005251
3028 -0.500000 -333.839807 0.005246
3029 -0.500000 -333.853833 0.005245
3030 -0.500000 -333.864688 0.005241
3031 -0.500000 -333.938859 0.005250
3032 -0.500000 -333.945867 0.005250
3033 -0.500000 -333.967192 0.005258
3034 -0.500000 -333.967055 0.005236
3035 -0.500000 -333.977169 0.005247
3036 -0.500000 -333.984516 0.005257
3037 -0.500000 -334.049356 0.005268
3038 -0.500000 -334.072137 0.005264
3039 -0.500000 -334.187545 0.005258
3040 -0.500000 -334.187665 0.005272
3041 -0.500000 -334.212688 0.005277
