# step E_mixed E_primitive r
4368 -0.500000 -371.046305 0.004892
4369 -0.500000 -371.056976 0.004881
4370 -0.500000 -371.129278 0.004876
4371 -0.500000 -371.234585 0.004867
4372 -0.500000 -371.234580 0.004863
4373 -0.500000 -371.234561 0.004846
4374 -0.500000 -371.234639 0.004867
4375 -0.500000 -371.247419 0.004869
4376 -0.500000 -371.262296 0.004869
4377 -0.500000 -371.262204 0.004866
4378 -0.500000 -371.262222 0.004859
4379 -0.500000 -371.300714 0.004873
4380 -0.500000 -371.395870 0.004859
4381 -0.500000 -371.395924 0.004863
4382 -0.500000 -371.395908 0.004857
4383 -0.500000 -371.415808 0.004839
4384 -0.500000 -371.463392 0.004815
4385 -0.500000 -371.463351 0.004811
4386 -0.500000 -371.463383 0.004797
4387 -0.500000 -371.528283 0.004790
4388 -0.500000 -371.532832 0.004799
4389 -0.500000 -371.532797 0.004786
4390 -0.500000 -371.540505 0.004787
4391 -0.500000 -371.540524 0.004802
4392 -0.500000 -371.540432 0.004787
4393 -0.500000 -371.540399 0.004784
4394 -0.500000 -371.540442 0.004791
4395 -0.500000 -371.555057 0.004781
4396 -0.500000 -371.555003 0.004760
4397 -0.500000 -371.554997 0.004767
4398 -0.500000 -371.554997 0.004768
4399 -0.500000 -371.554974 0.004778
4400 -0.500000 -371.567426 0.004763
4401 -0.500000 -371.583470 0.004769
4402 -0.500000 -371.601887 0.004766
4403 -0.500000 -371.605078 0.004758
4404 -0.500000 -371.613247 0.004768
4405 -0.500000 -371.631021 0.004774
4406 -0.500000 -371.631009 0.004783
4407 -0.500000 -371.638169 0.004783
4408 -0.500000 -371.640102 0.004779
4409 -0.500000 -371.651803 0.004789
4410 -0.500000 -371.651820 0.004792
4411 -0.500000 -371.651820 0.004795
4412 -0.500000 -371.670728 0.004799
4413 -0.500000 -371.705387 0.004818
4414 -0.500000 -371.734199 0.004820
4415 -0.500000 -371.759853 0.004823
4416 -0.500000 -371.763663 0.004818
4417 -0.500000 -371.767272 0.004806
4418 -0.500000 -371.805294 0.004808
4419 -0.500000 -371.805246 0.004795
4420 -0.500000 -371.866966 0.004797
4421 -0.500000 -371.866904 0.004789
4422 -0.500000 -371.866926 0.004794
4423 -0.500000 -371.879808 0.004801
4424 -0.500000 -371.890270 0.004828
4425 -0.500000 -371.890189 0.004812
4426 -0.500000 -371.893821 0.004793
4427 -0.500000 -372.010193 0.004790
4428 -0.500000 -372.010193 0.004785
4429 -0.500000 -372.036076 0.004794
4430 -0.500000 -372.039987 0.004796
4431 -0.500000 -372.164083 0.004791
4432 -0.500000 -372.164089 0.004774
4433 -0.500000 -372.207720 0.004783
4434 -0.500000 -372.231597 0.004794
4435 -0.500000 -372.236315 0.004796
4436 -0.500000 -372.269930 0.004805
4437 -0.500000 -372.377769 0.004823
4438 -0.500000 -372.409768 0.004822
4439 -0.500000 -372.473935 0.004825
4440 -0.500000 -372.584634 0.004824
4441 -0.500000 -372.584557 0.004809
4442 -0.500000 -372.596165 0.004797
4443 -0.500000 -372.596099 0.004789
4444 -0.500000 -372.638637 0.004797
4445 -0.500000 -372.638615 0.004787
4446 -0.500000 -372.639885 0.004801
4447 -0.500000 -372.639836 0.004791
4448 -0.500000 -372.696245 0.004795
4449 -0.500000 -372.750915 0.004800
4450 -0.500000 -372.750864 0.004794
4451 -0.500000 -372.785718 0.004779
4452 -0.500000 -372.791399 0.004779
4453 -0.500000 -372.878790 0.004787
4454 -0.500000 -372.878727 0.004779
4455 -0.500000 -372.878723 0.004770
4456 -0.500000 -372.912081 0.004765
4457 -0.500000 -372.923266 0.004782
4458 -0.500000 -372.923234 0.004771
4459 -0.500000 -372.923267 0.004778
4460 -0.500000 -372.923296 0.004778
4461 -0.500000 -372.940048 0.004771
4462 -0.500000 -372.940087 0.004770
4463 -0.500000 -372.940160 0.004784
4464 -0.500000 -372.954717 0.004791
4465 -0.500000 -372.955223 0.004806
4466 -0.500000 -373.041087 0.004799
4467 -0.500000 -373.041032 0.004790
4468 -0.500000 -373.041008 0.004788
4469 -0.500000 -373.047835 0.004777
4470 -0.500000 -373.048645 0.004779
4471 -0.500000 -373.054164 0.004760
4472 -0.500000 -373.054156 0.004751
4473 -0.500000 -373.071216 0.004739
4474 -0.500000 -373.071172 0.004723
4475 -0.500000 -373.093493 0.004743
4476 -0.500000 -373.126539 0.004742
4477 -0.500000 -373.128568 0.004742
4478 -0.500000 -373.172995 0.004753
4479 -0.500000 -373.174038 0.004759
4480 -0.500000 -373.179822 0.004744
4481 -0.500000 -373.211464 0.004715
4482 -0.500000 -373.216408 0.004699
4483 -0.500000 -373.216441 0.004697
4484 -0.500000 -373.216474 0.004702
4485 -0.500000 -373.219495 0.004705
4486 -0.500000 -373.222687 0.004714
4487 -0.500000 -373.222758 0.004715
4488 -0.500000 -373.246692 0.004731
4489 -0.500000 -373.257115 0.004706
4490 -0.500000 -373.280760 0.004699
4491 -0.500000 -373.381094 0.004698
4492 -0.500000 -373.381056 0.004691
4493 -0.500000 -373.380699 0.004680
4494 -0.500000 -373.428747 0.004677
4495 -0.500000 -373.476102 0.004677
4496 -0.500000 -373.477989 0.004685
4497 -0.500000 -373.478039 0.004684
4498 -0.500000 -373.492715 0.004688
4499 -0.500000 -373.602637 0.004699
4500 -0.500000 -373.650825 0.004701
4501 -0.500000 -373.765526 0.004688
4502 -0.500000 -373.765555 0.004686
4503 -0.500000 -373.768438 0.004687
4504 -0.500000 -373.781668 0.004694
4505 -0.500000 -373.999516 0.004698
4506 -0.500000 -373.999556 0.004699
4507 -0.500000 -374.049944 0.004704
4508 -0.500000 -374.049320 0.004696
4509 -0.500000 -374.078554 0.004690
4510 -0.500000 -374.084880 0.004664
4511 -0.500000 -374.089236 0.004661
4512 -0.500000 -374.287485 0.004649
4513 -0.500000 -374.316684 0.004653
4514 -0.500000 -374.414250 0.004641
4515 -0.500000 -374.715315 0.004636
4516 -0.500000 -374.787908 0.004640
4517 -0.500000 -374.807487 0.004645
4518 -0.500000 -374.820134 0.004633
4519 -0.500000 -374.868207 0.004612
4520 -0.500000 -374.868201 0.004611
4521 -0.500000 -374.868193 0.004615
4522 -0.500000 -374.953294 0.004610
4523 -0.500000 -374.953355 0.004636
4524 -0.500000 -375.028086 0.004621
4525 -0.500000 -375.028114 0.004636
4526 -0.500000 -375.087389 0.004639
4527 -0.500000 -375.101333 0.004631
4528 -0.500000 -375.151958 0.004631
4529 -0.500000 -375.244178 0.004639
4530 -0.500000 -375.244276 0.004654
4531 -0.500000 -375.245051 0.004655
4532 -0.500000 -375.245051 0.004657
4533 -0.500000 -375.294084 0.004654
4534 -0.500000 -375.356673 0.004665
4535 -0.500000 -375.356697 0.004669
4536 -0.500000 -375.365242 0.004683
4537 -0.500000 -375.365262 0.004676
4538 -0.500000 -375.365236 0.004668
4539 -0.500000 -375.401043 0.004674
4540 -0.500000 -375.472288 0.004676
4541 -0.500000 -375.484855 0.004676
4542 -0.500000 -375.497613 0.004654
4543 -0.500000 -375.624277 0.004642
4544 -0.500000 -375.624966 0.004633
4545 -0.500000 -375.625867 0.004631
4546 -0.500000 -375.626278 0.004624
4547 -0.500000 -375.626283 0.004620
4548 -0.500000 -375.723462 0.004633
4549 -0.500000 -375.742002 0.004627
4550 -0.500000 -375.742035 0.004622
4551 -0.500000 -375.744895 0.004615
4552 -0.500000 -375.744862 0.004610
4553 -0.500000 -375.860275 0.004620
4554 -0.500000 -375.862168 0.004610
4555 -0.500000 -375.862108 0.004602
4556 -0.500000 -375.870904 0.004608
4557 -0.500000 -375.877135 0.004602
4558 -0.500000 -375.888097 0.004604
4559 -0.500000 -375.887762 0.004614
4560 -0.500000 -375.890820 0.004610
4561 -0.500000 -375.956257 0.004607
4562 -0.500000 -375.972646 0.004607
4563 -0.500000 -376.005811 0.004616
4564 -0.500000 -376.005845 0.004633
4565 -0.500000 -376.021516 0.004636
4566 -0.500000 -376.063704 0.004656
4567 -0.500000 -376.081284 0.004658
4568 -0.500000 -376.157993 0.004669
4569 -0.500000 -376.160196 0.004681
4570 -0.500000 -376.170704 0.004690
4571 -0.500000 -376.183856 0.004684
4572 -0.500000 -376.183962 0.004703
4573 -0.500000 -376.227796 0.004710
4574 -0.500000 -376.232114 0.004713
4575 -0.500000 -376.232092 0.004703
4576 -0.500000 -376.268934 0.004705
4577 -0.500000 -376.306094 0.004709
4578 -0.500000 -376.306048 0.004706
4579 -0.500000 -376.323949 0.004687
4580 -0.500000 -376.669259 0.004705
4581 -0.500000 -376.692921 0.004702
4582 -0.500000 -376.694505 0.004702
4583 -0.500000 -376.696719 0.004695
4584 -0.500000 -376.697839 0.004703
4585 -0.500000 -376.700742 0.004711
4586 -0.500000 -376.707371 0.004712
4587 -0.500000 -376.725828 0.004707
4588 -0.500000 -376.741676 0.004718
4589 -0.500000 -376.761769 0.004724
4590 -0.500000 -376.761731 0.004718
4591 -0.500000 -376.761830 0.004717
4592 -0.500000 -376.785953 0.004726
4593 -0.500000 -376.785860 0.004710
4594 -0.500000 -376.813376 0.004721
4595 -0.500000 -376.843539 0.004718
4596 -0.500000 -376.843484 0.004707
4597 -0.500000 -376.843419 0.004695
4598 -0.500000 -376.861378 0.004681
4599 -0.500000 -376.861311 0.004670
4600 -0.500000 -376.891197 0.004667
4601 -0.500000 -376.891427 0.004682
4602 -0.500000 -376.891448 0.004686
4603 -0.500000 -377.116336 0.004697
4604 -0.500000 -377.116259 0.004694
4605 -0.500000 -377.126798 0.004682
4606 -0.500000 -377.132295 0.004676
4607 -0.500000 -377.161149 0.004669
4608 -0.500000 -377.224637 0.004679
4609 -0.500000 -377.229436 0.004665
4610 -0.500000 -377.244444 0.004653
4611 -0.500000 -377.252783 0.004638
4612 -0.500000 -377.278852 0.004631
4613 -0.500000 -377.299298 0.004613
4614 -0.500000 -377.299309 0.004619
4615 -0.500000 -377.458310 0.004601
4616 -0.500000 -377.579877 0.004593
4617 -0.500000 -377.656590 0.004585
4618 -0.500000 -377.666101 0.004569
4619 -0.500000 -377.666096 0.004571
4620 -0.500000 -377.681091 0.004562
4621 -0.500000 -377.690348 0.004575
4622 -0.500000 -377.804543 0.004564
4623 -0.500000 -377.831752 0.004565
4624 -0.500000 -377.890513 0.004529
4625 -0.500000 -377.890461 0.004534
4626 -0.500000 -377.947856 0.004532
4627 -0.500000 -377.947861 0.004523
4628 -0.500000 -377.969089 0.004517
4629 -0.500000 -378.018196 0.004525
4630 -0.500000 -378.044794 0.004528
4631 -0.500000 -378.055091 0.004517
4632 -0.500000 -378.105209 0.004500
4633 -0.500000 -378.107588 0.004507
4634 -0.500000 -378.112241 0.004507
4635 -0.500000 -378.255292 0.004528
4636 -0.500000 -378.399584 0.004506
4637 -0.500000 -378.543753 0.004513
4638 -0.500000 -378.587992 0.004508
4639 -0.500000 -378.587871 0.004511
4640 -0.500000 -378.590496 0.004489
4641 -0.500000 -378.592148 0.004495
4642 -0.500000 -378.608221 0.004512
4643 -0.500000 -378.608966 0.004507
4644 -0.500000 -378.700141 0.004499
4645 -0.500000 -378.757756 0.004492
4646 -0.500000 -378.794564 0.004484
4647 -0.500000 -378.824829 0.004480
4648 -0.500000 -378.829983 0.004482
4649 -0.500000 -378.829971 0.004492
4650 -0.500000 -378.890665 0.004496
4651 -0.500000 -378.958460 0.004471
4652 -0.500000 -378.958451 0.004472
4653 -0.500000 -378.959914 0.004474
4654 -0.500000 -378.967441 0.004480
4655 -0.500000 -378.967472 0.004498
4656 -0.500000 -378.978610 0.004496
4657 -0.500000 -378.987014 0.004510
4658 -0.500000 -379.005942 0.004521
4659 -0.500000 -379.079002 0.004541
4660 -0.500000 -379.090295 0.004537
4661 -0.500000 -379.090260 0.004528
4662 -0.500000 -379.090214 0.004520
4663 -0.500000 -379.117062 0.004528
4664 -0.500000 -379.123182 0.004529
4665 -0.500000 -379.123227 0.004531
4666 -0.500000 -379.123320 0.004546
4667 -0.500000 -379.171893 0.004540
4668 -0.500000 -379.211407 0.004542
4669 -0.500000 -379.211426 0.004542
4670 -0.500000 -379.220369 0.004545
4671 -0.500000 -379.220372 0.004552
4672 -0.500000 -379.246355 0.004555
4673 -0.500000 -379.246342 0.004564
4674 -0.500000 -379.269667 0.004555
4675 -0.500000 -379.269624 0.004537
4676 -0.500000 -379.359774 0.004539
4677 -0.500000 -379.374660 0.004530
4678 -0.500000 -379.393924 0.004532
4679 -0.500000 -379.395701 0.004521
4680 -0.500000 -379.404842 0.004536
4681 -0.500000 -379.404641 0.004531
4682 -0.500000 -379.432494 0.004540
4683 -0.500000 -379.455981 0.004540
4684 -0.500000 -379.458273 0.004524
4685 -0.500000 -379.477062 0.004519
4686 -0.500000 -379.476997 0.004500
4687 -0.500000 -379.477037 0.004507
4688 -0.500000 -379.492331 0.004516
4689 -0.500000 -379.495062 0.004510
4690 -0.500000 -379.495070 0.004516
4691 -0.500000 -379.497796 0.004515
4692 -0.500000 -379.499129 0.004519
4693 -0.500000 -379.520864 0.004540
4694 -0.500000 -379.548948 0.004535
4695 -0.500000 -379.549002 0.004543
4696 -0.500000 -379.610802 0.004544
4697 -0.500000 -379.629233 0.004553
4698 -0.500000 -379.629167 0.004548
4699 -0.500000 -379.675738 0.004545
4700 -0.500000 -379.684790 0.004554
4701 -0.500000 -379.684801 0.004548
4702 -0.500000 -379.734001 0.004543
4703 -0.500000 -379.734026 0.004546
4704 -0.500000 -379.751461 0.004541
4705 -0.500000 -379.777604 0.004527
4706 -0.500000 -379.788070 0.004551
4707 -0.500000 -379.797150 0.004536
4708 -0.500000 -379.797131 0.004522
4709 -0.500000 -379.799299 0.004519
4710 -0.500000 -379.816490 0.004520
4711 -0.500000 -379.825572 0.004519
4712 -0.500000 -379.825545 0.004524
4713 -0.500000 -379.840338 0.004526
4714 -0.500000 -379.911067 0.004540
4715 -0.500000 -379.911019 0.004536
4716 -0.500000 -379.928606 0.004541
4717 -0.500000 -379.944787 0.004556
4718 -0.500000 -379.962751 0.004551
4719 -0.500000 -380.187286 0.004553
4720 -0.500000 -380.187375 0.004563
4721 -0.500000 -380.215735 0.004581
4722 -0.500000 -380.353073 0.004581
4723 -0.500000 -380.367123 0.004582
4724 -0.500000 -380.418773 0.004575
4725 -0.500000 -380.456020 0.004588
4726 -0.500000 -380.479887 0.004582
4727 -0.500000 -380.507886 0.004597
4728 -0.500000 -380.531216 0.004595
4729 -0.500000 -380.531250 0.004604
4730 -0.500000 -380.582368 0.004621
4731 -0.500000 -380.582356 0.004619
4732 -0.500000 -380.752395 0.004615
4733 -0.500000 -380.766438 0.004610
4734 -0.500000 -380.837032 0.004610
4735 -0.500000 -380.837045 0.004618
4736 -0.500000 -380.837069 0.004618
4737 -0.500000 -380.837100 0.004627
4738 -0.500000 -381.398147 0.004639
4739 -0.500000 -381.398151 0.004633
4740 -0.500000 -381.413350 0.004640
4741 -0.500000 -381.451024 0.004632
4742 -0.500000 -381.455495 0.004648
4743 -0.500000 -381.485853 0.004633
4744 -0.500000 -381.485873 0.004633
4745 -0.500000 -381.564373 0.004621
4746 -0.500000 -381.564400 0.004625
4747 -0.500000 -381.580866 0.004621
4748 -0.500000 -381.581369 0.004628
4749 -0.500000 -381.581354 0.004638
4750 -0.500000 -381.646480 0.004633
4751 -0.500000 -381.647865 0.004646
4752 -0.500000 -381.652442 0.004646
4753 -0.500000 -381.707194 0.004634
4754 -0.500000 -381.707646 0.004606
4755 -0.500000 -381.707670 0.004617
4756 -0.500000 -381.707649 0.004610
4757 -0.500000 -381.730666 0.004609
4758 -0.500000 -381.814283 0.004611
4759 -0.500000 -381.828103 0.004615
4760 -0.500000 -381.828097 0.004606
4761 -0.500000 -381.868611 0.004582
4762 -0.500000 -381.868557 0.004567
4763 -0.500000 -381.911554 0.004581
4764 -0.500000 -381.936541 0.004585
4765 -0.500000 -382.086208 0.004582
4766 -0.500000 -382.086267 0.004585
4767 -0.500000 -382.124042 0.004594
4768 -0.500000 -382.125027 0.004599
4769 -0.500000 -382.125085 0.004620
4770 -0.500000 -382.169732 0.004620
4771 -0.500000 -382.169712 0.004618
4772 -0.500000 -382.169708 0.004620
4773 -0.500000 -382.177234 0.004612
4774 -0.500000 -382.179797 0.004612
4775 -0.500000 -382.193866 0.004602
4776 -0.500000 -382.315182 0.004590
4777 -0.500000 -382.360833 0.004577
4778 -0.500000 -382.360838 0.004586
4779 -0.500000 -382.389005 0.004588
4780 -0.500000 -382.408162 0.004597
4781 -0.500000 -382.408138 0.004593
4782 -0.500000 -382.466273 0.004599
4783 -0.500000 -382.474132 0.004604
4784 -0.500000 -382.512694 0.004591
4785 -0.500000 -382.546351 0.004594
4786 -0.500000 -382.588197 0.004607
4787 -0.500000 -382.596964 0.004599
4788 -0.500000 -382.605469 0.004602
4789 -0.500000 -382.617551 0.004601
4790 -0.500000 -382.625211 0.004615
4791 -0.500000 -382.647004 0.004625
4792 -0.500000 -382.740040 0.004630
4793 -0.500000 -382.751381 0.004611
4794 -0.500000 -382.753100 0.004618
4795 -0.500000 -382.788070 0.004603
4796 -0.500000 -382.891715 0.004590
4797 -0.500000 -382.891695 0.004588
4798 -0.500000 -382.891661 0.004581
4799 -0.500000 -382.891600 0.004562
4800 -0.500000 -382.894595 0.004568
4801 -0.500000 -382.894564 0.004566
4802 -0.500000 -382.903044 0.004567
4803 -0.500000 -382.925354 0.004557
4804 -0.500000 -382.925365 0.004566
4805 -0.500000 -382.925352 0.004555
4806 -0.500000 -382.930058 0.004545
4807 -0.500000 -382.930001 0.004535
4808 -0.500000 -382.930148 0.004539
4809 -0.500000 -382.935666 0.004564
4810 -0.500000 -382.935670 0.004562
4811 -0.500000 -382.948633 0.004552
4812 -0.500000 -382.963309 0.004544
4813 -0.500000 -382.963438 0.004555
4814 -0.500000 -382.964404 0.004540
4815 -0.500000 -382.985199 0.004532
4816 -0.500000 -382.985259 0.004533
4817 -0.500000 -382.998264 0.004529
4818 -0.500000 -383.037967 0.004526
4819 -0.500000 -383.044300 0.004524
4820 -0.500000 -383.140110 0.004522
4821 -0.500000 -383.152562 0.004522
4822 -0.500000 -383.183329 0.004520
4823 -0.500000 -383.203887 0.004503
4824 -0.500000 -383.226735 0.004494
4825 -0.500000 -383.226697 0.004486
4826 -0.500000 -383.231790 0.004470
4827 -0.500000 -383.231793 0.004459
4828 -0.500000 -383.233775 0.004452
4829 -0.500000 -383.281064 0.004437
4830 -0.500000 -383.301087 0.004444
4831 -0.500000 -383.345313 0.004425
4832 -0.500000 -383.345336 0.004424
4833 -0.500000 -383.349570 0.004428
4834 -0.500000 -383.349613 0.004417
4835 -0.500000 -383.373307 0.004418
4836 -0.500000 -383.382647 0.004418
4837 -0.500000 -383.389414 0.004414
4838 -0.500000 -383.430449 0.004405
4839 -0.500000 -383.447284 0.004399
4840 -0.500000 -383.462812 0.004408
4841 -0.500000 -383.487776 0.004420
4842 -0.500000 -383.487704 0.004413
4843 -0.500000 -383.492688 0.004421
4844 -0.500000 -383.492743 0.004414
4845 -0.500000 -383.495390 0.004400
4846 -0.500000 -383.495395 0.004402
4847 -0.500000 -383.507596 0.004394
4848 -0.500000 -383.507596 0.004384
4849 -0.500000 -383.507621 0.004386
4850 -0.500000 -383.609521 0.004387
4851 -0.500000 -383.615118 0.004403
4852 -0.500000 -383.735770 0.004420
4853 -0.500000 -383.735819 0.004397
4854 -0.500000 -383.756264 0.004404
4855 -0.500000 -383.761544 0.004417
4856 -0.500000 -383.778821 0.004411
4857 -0.500000 -383.778769 0.004400
4858 -0.500000 -383.778791 0.004381
4859 -0.500000 -383.919296 0.004392
4860 -0.500000 -383.919265 0.004390
4861 -0.500000 -383.920564 0.004352
4862 -0.500000 -383.935383 0.004358
4863 -0.500000 -383.988333 0.004366
4864 -0.500000 -383.988319 0.004359
4865 -0.500000 -383.988397 0.004362
4866 -0.500000 -383.988375 0.004351
4867 -0.500000 -383.988420 0.004362
4868 -0.500000 -383.988393 0.004355
4869 -0.500000 -384.129792 0.004357
4870 -0.500000 -384.129698 0.004346
4871 -0.500000 -384.154403 0.004351
4872 -0.500000 -384.176711 0.004352
4873 -0.500000 -384.176759 0.004364
4874 -0.500000 -384.176949 0.004348
4875 -0.500000 -384.176979 0.004356
4876 -0.500000 -384.176762 0.004337
4877 -0.500000 -384.176757 0.004345
4878 -0.500000 -384.191419 0.004332
4879 -0.500000 -384.211621 0.004322
4880 -0.500000 -384.213259 0.004322
4881 -0.500000 -384.225801 0.004317
4882 -0.500000 -384.236463 0.004311
4883 -0.500000 -384.301712 0.004303
4884 -0.500000 -384.342692 0.004307
4885 -0.500000 -384.347083 0.004299
4886 -0.500000 -384.386612 0.004271
4887 -0.500000 -384.403591 0.004280
4888 -0.500000 -384.403553 0.004270
4889 -0.500000 -384.403485 0.004261
4890 -0.500000 -384.403585 0.004253
4891 -0.500000 -384.405791 0.004246
4892 -0.500000 -384.547703 0.004259
4893 -0.500000 -384.548125 0.004249
4894 -0.500000 -384.548174 0.004246
4895 -0.500000 -384.548171 0.004241
4896 -0.500000 -384.582562 0.004235
4897 -0.500000 -384.613649 0.004228
4898 -0.500000 -384.725770 0.004225
4899 -0.500000 -384.809446 0.004208
4900 -0.500000 -384.819278 0.004183
4901 -0.500000 -384.831728 0.004181
4902 -0.500000 -384.861058 0.004185
4903 -0.500000 -384.886545 0.004185
4904 -0.500000 -384.982511 0.004188
4905 -0.500000 -384.993516 0.004171
4906 -0.500000 -384.993295 0.004174
4907 -0.500000 -384.993286 0.004172
4908 -0.500000 -384.993457 0.004166
4909 -0.500000 -385.049342 0.004162
4910 -0.500000 -385.070285 0.004163
4911 -0.500000 -385.074235 0.004153
4912 -0.500000 -385.153047 0.004144
4913 -0.500000 -385.199405 0.004142
4914 -0.500000 -385.199377 0.004155
4915 -0.500000 -385.279062 0.004149
4916 -0.500000 -385.279089 0.004152
4917 -0.500000 -385.278994 0.004144
4918 -0.500000 -385.282436 0.004146
4919 -0.500000 -385.329920 0.004124
4920 -0.500000 -385.423145 0.004125
4921 -0.500000 -385.423007 0.004104
4922 -0.500000 -385.422991 0.004101
4923 -0.500000 -385.447683 0.004088
4924 -0.500000 -385.464469 0.004100
4925 -0.500000 -385.476698 0.004096
4926 -0.500000 -385.477099 0.004082
4927 -0.500000 -385.483484 0.004084
4928 -0.500000 -385.483664 0.004085
4929 -0.500000 -385.511044 0.004089
4930 -0.500000 -385.514615 0.004092
4931 -0.500000 -385.514446 0.004099
4932 -0.500000 -385.545653 0.004085
4933 -0.500000 -385.545634 0.004082
4934 -0.500000 -385.545592 0.004069
4935 -0.500000 -385.548171 0.004075
4936 -0.500000 -385.557505 0.004083
4937 -0.500000 -385.585109 0.004081
4938 -0.500000 -385.586421 0.004078
4939 -0.500000 -385.654812 0.004077
4940 -0.500000 -385.688118 0.004075
4941 -0.500000 -385.697645 0.004069
4942 -0.500000 -385.697871 0.004070
4943 -0.500000 -385.697849 0.004067
4944 -0.500000 -385.735037 0.004070
4945 -0.500000 -385.771660 0.004084
4946 -0.500000 -385.771665 0.004088
4947 -0.500000 -385.783487 0.004081
4948 -0.500000 -385.794780 0.004088
4949 -0.500000 -385.859306 0.004096
4950 -0.500000 -385.860723 0.004084
4951 -0.500000 -385.860729 0.004083
4952 -0.500000 -385.898688 0.004081
4953 -0.500000 -385.957133 0.004073
4954 -0.500000 -385.984613 0.004053
4955 -0.500000 -385.984622 0.004058
4956 -0.500000 -385.984605 0.004055
4957 -0.500000 -386.014577 0.004060
4958 -0.500000 -386.037847 0.004053
4959 -0.500000 -386.074326 0.004051
4960 -0.500000 -386.092725 0.004052
4961 -0.500000 -386.093652 0.004038
4962 -0.500000 -386.093616 0.004023
4963 -0.500000 -386.094697 0.004006
4964 -0.500000 -386.104822 0.004003
4965 -0.500000 -386.132888 0.003999
4966 -0.500000 -386.136339 0.003998
4967 -0.500000 -386.136347 0.003997
4968 -0.500000 -386.184268 0.003997
4969 -0.500000 -386.184297 0.004011
4970 -0.500000 -386.263248 0.003994
4971 -0.500000 -386.309576 0.003993
4972 -0.500000 -386.309532 0.003994
4973 -0.500000 -386.309546 0.003980
4974 -0.500000 -386.314398 0.003984
4975 -0.500000 -386.337760 0.003983
4976 -0.500000 -386.438376 0.003971
4977 -0.500000 -386.451206 0.003966
4978 -0.500000 -386.466061 0.003966
4979 -0.500000 -386.493593 0.003978
4980 -0.500000 -386.542048 0.003970
4981 -0.500000 -386.555790 0.003974
4982 -0.500000 -386.573826 0.003990
4983 -0.500000 -386.594621 0.003991
4984 -0.500000 -386.608750 0.003976
4985 -0.500000 -386.608751 0.003979
4986 -0.500000 -386.608710 0.003973
4987 -0.500000 -387.206166 0.003971
4988 -0.500000 -387.206170 0.003970
4989 -0.500000 -387.212948 0.003992
4990 -0.500000 -387.370862 0.003984
4991 -0.500000 -387.404712 0.003984
4992 -0.500000 -387.404679 0.003983
4993 -0.500000 -387.404525 0.003980
4994 -0.500000 -387.409648 0.003984
4995 -0.500000 -387.409707 0.003998
4996 -0.500000 -387.409726 0.003992
4997 -0.500000 -387.410495 0.004024
4998 -0.500000 -387.426604 0.004005
4999 -0.500000 -387.426651 0.004013
5000 -0.500000 -387.426663 0.004006
5001 -0.500000 -387.426615 0.004001
5002 -0.500000 -387.427865 0.004014
5003 -0.500000 -387.447269 0.004013
5004 -0.500000 -387.487411 0.004007
5005 -0.500000 -387.487394 0.003991
5006 -0.500000 -387.531078 0.003994
5007 -0.500000 -387.531141 0.003997
5008 -0.500000 -387.561266 0.004012
5009 -0.500000 -387.561276 0.004018
5010 -0.500000 -387.586223 0.004022
5011 -0.500000 -387.627379 0.004024
5012 -0.500000 -387.633966 0.004026
5013 -0.500000 -387.637923 0.004019
5014 -0.500000 -387.649402 0.004021
5015 -0.500000 -387.660358 0.004025
5016 -0.500000 -387.660368 0.004023
5017 -0.500000 -387.660344 0.004039
5018 -0.500000 -387.710595 0.004038
5019 -0.500000 -387.710554 0.004034
5020 -0.500000 -387.710542 0.004022
5021 -0.500000 -387.739877 0.004016
5022 -0.500000 -387.740910 0.003997
5023 -0.500000 -387.746046 0.003991
5024 -0.500000 -387.746034 0.003992
5025 -0.500000 -387.754561 0.004003
5026 -0.500000 -387.755406 0.003983
5027 -0.500000 -387.783540 0.003970
5028 -0.500000 -387.783566 0.003974
5029 -0.500000 -387.822124 0.003981
5030 -0.500000 -387.899814 0.003986
5031 -0.500000 -387.956933 0.003994
5032 -0.500000 -387.956942 0.003994
5033 -0.500000 -387.978401 0.003987
5034 -0.500000 -387.978882 0.003986
5035 -0.500000 -387.982663 0.003978
5036 -0.500000 -388.063304 0.003980
5037 -0.500000 -388.063306 0.003983
5038 -0.500000 -388.184034 0.003988
5039 -0.500000 -388.184041 0.003993
5040 -0.500000 -388.201704 0.003992
5041 -0.500000 -388.214898 0.003997
5042 -0.500000 -388.268246 0.004001
5043 -0.500000 -388.268252 0.004016
5044 -0.500000 -388.273482 0.004011
5045 -0.500000 -388.284194 0.004001
5046 -0.500000 -388.293405 0.004007
5047 -0.500000 -388.326834 0.004004
5048 -0.500000 -388.326787 0.003996
5049 -0.500000 -388.329378 0.004003
5050 -0.500000 -388.329362 0.004001
5051 -0.500000 -388.359897 0.003975
5052 -0.500000 -388.359853 0.003951
5053 -0.500000 -388.365784 0.003949
5054 -0.500000 -388.372072 0.003948
5055 -0.500000 -388.372067 0.003945
5056 -0.500000 -388.380454 0.003945
5057 -0.500000 -388.380430 0.003941
5058 -0.500000 -388.400260 0.003944
5059 -0.500000 -388.447948 0.003940
5060 -0.500000 -388.486132 0.003927
5061 -0.500000 -388.486082 0.003928
5062 -0.500000 -388.515966 0.003923
5063 -0.500000 -388.525831 0.003908
5064 -0.500000 -388.533033 0.003922
5065 -0.500000 -388.533028 0.003922
5066 -0.500000 -388.570228 0.003930
